Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R100394,C50394,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R100395,C50395,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R100396,C50396,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100397,C50397,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R100398,C50398,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R100399,C50399,Customer Support,1,Negative,I had a frustrating experience with customer care.
R100400,C50400,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100401,C50401,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100402,C50402,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R100403,C50403,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R100404,C50404,Claim,4,Positive,Customer support was helpful and knowledgeable.
R100405,C50405,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R100406,C50406,Claim,3,Neutral,"Not bad, but could be more responsive."
R100407,C50407,Claim,4,Positive,I'm happy with the insurance product and services.
R100408,C50408,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R100409,C50409,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R100410,C50410,Customer Support,5,Positive,Exceptional support and very friendly team.
R100411,C50411,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R100412,C50412,Customer Support,2,Negative,The policy terms were misleading and confusing.
R100413,C50413,Claim,4,Positive,I'm happy with the insurance product and services.
R100414,C50414,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R100415,C50415,Customer Support,4,Positive,I'm happy with the insurance product and services.
R100416,C50416,Claim,4,Positive,Customer support was helpful and knowledgeable.
R100417,C50417,Customer Support,4,Positive,Exceptional support and very friendly team.
R100418,C50418,Customer Support,5,Positive,Exceptional support and very friendly team.
R100419,C50419,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R100420,C50420,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R100421,C50421,Claim,4,Positive,I'm happy with the insurance product and services.
R100422,C50422,Policy Purchase,1,Negative,Very poor service. No response for days.
R100423,C50423,Claim,3,Neutral,Communication was average.
R100424,C50424,Claim,3,Neutral,"Not bad, but could be more responsive."
R100425,C50425,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R100426,C50426,Claim,2,Negative,Very poor service. No response for days.
R100427,C50427,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R100428,C50428,Policy Purchase,2,Negative,Very poor service. No response for days.
R100429,C50429,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R100430,C50430,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R100431,C50431,Claim,3,Neutral,Communication was average.
R100432,C50432,Claim,1,Negative,Unfriendly staff and long hold times.
R100433,C50433,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R100434,C50434,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100435,C50435,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100436,C50436,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R100437,C50437,Claim,4,Positive,Quick claim settlement. Totally impressed!
R100438,C50438,Claim,5,Positive,Exceptional support and very friendly team.
R100439,C50439,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R100440,C50440,Claim,3,Neutral,Communication was average.
R100441,C50441,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R100442,C50442,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R100443,C50443,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R100444,C50444,Customer Support,4,Positive,I'm happy with the insurance product and services.
R100445,C50445,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R100446,C50446,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R100447,C50447,Claim,2,Negative,Unfriendly staff and long hold times.
R100448,C50448,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R100449,C50449,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R100450,C50450,Policy Purchase,3,Neutral,Communication was average.
R100451,C50451,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R100452,C50452,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R100453,C50453,Claim,3,Neutral,"Not bad, but could be more responsive."
R100454,C50454,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R100455,C50455,Customer Support,4,Positive,Exceptional support and very friendly team.
R100456,C50456,Claim,3,Neutral,"Service was okay, nothing special."
R100457,C50457,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R100458,C50458,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R100459,C50459,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R100460,C50460,Policy Purchase,4,Positive,Exceptional support and very friendly team.
R100461,C50461,Claim,4,Positive,Quick claim settlement. Totally impressed!
R100462,C50462,Claim,2,Negative,Unfriendly staff and long hold times.
R100463,C50463,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R100464,C50464,Customer Support,1,Negative,The policy terms were misleading and confusing.
R100465,C50465,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R100466,C50466,Claim,5,Positive,Exceptional support and very friendly team.
R100467,C50467,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R100468,C50468,Claim,3,Neutral,Neither satisfied nor dissatisfied.
R100469,C50469,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R100470,C50470,Customer Support,2,Negative,I had a frustrating experience with customer care.
R100471,C50471,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R100472,C50472,Claim,2,Negative,Unfriendly staff and long hold times.
R100473,C50473,Claim,3,Neutral,"Not bad, but could be more responsive."
R100474,C50474,Customer Support,5,Positive,Exceptional support and very friendly team.
R100475,C50475,Claim,2,Negative,I had a frustrating experience with customer care.
R100476,C50476,Claim,1,Negative,Unfriendly staff and long hold times.
R100477,C50477,Claim,4,Positive,I'm happy with the insurance product and services.
R100478,C50478,Claim,1,Negative,The policy terms were misleading and confusing.
R100479,C50479,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R100480,C50480,Claim,3,Neutral,Communication was average.
R100481,C50481,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R100482,C50482,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R100483,C50483,Customer Support,4,Positive,The policy purchase was seamless and easy to understand.
R100484,C50484,Customer Support,3,Neutral,"Service was okay, nothing special."
R100485,C50485,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R100486,C50486,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R100487,C50487,Customer Support,3,Neutral,Communication was average.
R100488,C50488,Customer Support,3,Neutral,Communication was average.
R100489,C50489,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R100490,C50490,Claim,2,Negative,I had a frustrating experience with customer care.
R100491,C50491,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R100492,C50492,Customer Support,1,Negative,Very poor service. No response for days.
R100493,C50493,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R100494,C50494,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R100495,C50495,Customer Support,1,Negative,The policy terms were misleading and confusing.
R100496,C50496,Policy Purchase,3,Neutral,Communication was average.
R100497,C50497,Customer Support,5,Positive,I'm happy with the insurance product and services.
R100498,C50498,Claim,5,Positive,I'm happy with the insurance product and services.
R100499,C50499,Claim,5,Positive,Quick claim settlement. Totally impressed!
R100500,C50500,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R100501,C50501,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R100502,C50502,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R100503,C50503,Customer Support,4,Positive,I'm happy with the insurance product and services.
R100504,C50504,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R100505,C50505,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R100506,C50506,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R100507,C50507,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R100508,C50508,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R100509,C50509,Claim,5,Positive,Exceptional support and very friendly team.
R100510,C50510,Customer Support,3,Neutral,"It worked as expected, no major issues."
R100511,C50511,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R100512,C50512,Claim,5,Positive,Quick claim settlement. Totally impressed!
R100513,C50513,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100514,C50514,Claim,3,Neutral,"Service was okay, nothing special."
R100515,C50515,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R100516,C50516,Policy Purchase,1,Negative,The policy terms were misleading and confusing.
R100517,C50517,Claim,5,Positive,I'm happy with the insurance product and services.
R100518,C50518,Claim,1,Negative,Unfriendly staff and long hold times.
R100519,C50519,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R100520,C50520,Claim,3,Neutral,"It worked as expected, no major issues."
R100521,C50521,Customer Support,4,Positive,Exceptional support and very friendly team.
R100522,C50522,Claim,3,Neutral,"Service was okay, nothing special."
R100523,C50523,Claim,3,Neutral,"Not bad, but could be more responsive."
R100524,C50524,Policy Purchase,1,Negative,Very poor service. No response for days.
R100525,C50525,Claim,5,Positive,Customer support was helpful and knowledgeable.
R100526,C50526,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100527,C50527,Claim,2,Negative,The policy terms were misleading and confusing.
R100528,C50528,Claim,5,Positive,I'm happy with the insurance product and services.
R100529,C50529,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R100530,C50530,Claim,3,Neutral,Communication was average.
R100531,C50531,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R100532,C50532,Customer Support,1,Negative,Very poor service. No response for days.
R100533,C50533,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R100534,C50534,Claim,4,Positive,Exceptional support and very friendly team.
R100535,C50535,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R100536,C50536,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R100537,C50537,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R100538,C50538,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R100539,C50539,Claim,3,Neutral,"Not bad, but could be more responsive."
R100540,C50540,Customer Support,1,Negative,Unfriendly staff and long hold times.
R100541,C50541,Customer Support,3,Neutral,"Service was okay, nothing special."
